Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock,RSI,MA20,MA50,UpperBand,MiddleBand,LowerBand,Tweet,Stock Name,Company Name,cleaned_text,Sentiment,Sentiment_Score,Volume_Weighted_Sentiment
2021-10-06 00:00:00-04:00,258.7333374023437,262.2200012207031,257.739990234375,260.9166564941406,43898400,0.0,0.0,TSLA,63.08711221802768,254.1041694641113,0.0,265.9256194339272,254.1041694641113,242.28271949429543,0,0,0,0,0.0,0,0
2021-10-07 00:00:00-04:00,261.82000732421875,268.3333435058594,261.1266784667969,264.53668212890625,57587400,0.0,0.0,TSLA,66.8612923680384,254.7500038146973,0.0,267.3441100163418,254.7500038146973,242.1558976130527,0,0,0,0,0.0,0,0
2021-10-08 00:00:00-04:00,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,50215800,0.0,0.0,TSLA,61.77534100601652,255.57033615112303,0.0,267.75834786155474,255.57033615112303,243.38232444069132,0,0,0,0,0.0,0,0
2021-10-11 00:00:00-04:00,262.54998779296875,267.0799865722656,261.8333435058594,263.9800109863281,42600900,0.0,0.0,TSLA,64.11068706536749,256.386003112793,0.0,268.5324973834491,256.386003112793,244.2395088421369,0,0,0,0,0.0,0,0
2021-10-12 00:00:00-04:00,266.9766540527344,270.7733459472656,265.5233459472656,268.5733337402344,66060000,0.0,0.0,TSLA,68.53372990529996,257.40650329589846,0.0,270.03802639367785,257.40650329589846,244.77498019811907,0,0,0,0,0.0,0,0
2021-10-13 00:00:00-04:00,270.1566772460937,271.8033447265625,268.59332275390625,270.3599853515625,42360300,0.0,0.0,TSLA,70.0784090371724,258.3273361206055,0.0,271.88288582874185,258.3273361206055,244.77178641246908,0,0,0,0,0.0,0,0
2021-10-14 00:00:00-04:00,271.8299865722656,273.4166564941406,271.1166687011719,272.7733459472656,36741600,0.0,0.0,TSLA,72.07270200494418,259.349503326416,0.0,273.982256347276,259.349503326416,244.71675030555608,0,0,0,0,0.0,0,0
2021-10-15 00:00:00-04:00,274.5799865722656,281.07000732421875,274.1166687011719,281.010009765625,56773800,0.0,0.0,TSLA,77.56794746288904,260.741837310791,0.0,277.8457796990921,260.741837310791,243.63789492249,0,0,0,0,0.0,0,0
2021-10-18 00:00:00-04:00,283.92999267578125,291.7533264160156,283.8233337402344,290.03668212890625,72621600,0.0,0.0,TSLA,81.79557063128902,263.0741714477539,0.0,282.6242621342891,263.0741714477539,243.52408076121864,0,0,0,0,0.0,0,0
2021-10-19 00:00:00-04:00,292.510009765625,292.6499938964844,287.5033264160156,288.0899963378906,52143300,0.0,0.0,TSLA,78.36548513380224,265.1556709289551,0.0,286.0081933307318,265.1556709289551,244.3031485271784,0,0,0,0,0.0,0,0
2021-10-20 00:00:00-04:00,288.45001220703125,289.8299865722656,285.7933349609375,288.6000061035156,42096300,0.0,0.0,TSLA,78.61846235011906,267.05333786010743,0.0,289.1496784062721,267.05333786010743,244.9569973139428,0,0,0,0,0.0,0,0
2021-10-21 00:00:00-04:00,285.3333435058594,300.0,285.1666564941406,298.0,94444500,0.0,0.0,TSLA,82.64621072396248,269.3926712036133,0.0,294.04457525002067,269.3926712036133,244.740767157206,0,0,0,0,0.0,0,0
2021-10-22 00:00:00-04:00,298.5,303.3333435058594,296.9866638183594,303.2266540527344,68642400,0.0,0.0,TSLA,84.40527600442552,271.6475036621094,0.0,299.77146931430605,271.6475036621094,243.52353800991276,0,0,0,0,0.0,0,0
2021-10-25 00:00:00-04:00,316.84332275390625,348.3399963378906,314.7333374023437,341.6199951171875,188556300,0.0,0.0,TSLA,91.34526025457085,275.53916931152344,0.0,316.7368465148496,275.53916931152344,234.3414921081973,0,0,0,0,0.0,0,0
2021-10-26 00:00:00-04:00,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,187245000,0.0,0.0,TSLA,88.96502353219306,279.5536682128906,0.0,328.51184817196463,279.5536682128906,230.5954882538166,0,0,0,0,0.0,0,0
2021-10-27 00:00:00-04:00,346.5533447265625,356.9599914550781,343.59332275390625,345.9533386230469,115579500,0.0,0.0,TSLA,89.82761117247098,283.8295013427734,0.0,339.7979188399903,283.8295013427734,227.86108384555652,0,0,0,0,0.0,0,0
2021-10-28 00:00:00-04:00,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,81639600,0.0,0.0,TSLA,91.30378389508635,288.85550079345705,0.0,352.3658049792453,288.85550079345705,225.3451966076688,0,0,0,0,0.0,0,0
2021-10-29 00:00:00-04:00,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,89755200,0.0,0.0,TSLA,92.4210930391932,294.5018341064453,0.0,365.7838595747262,294.5018341064453,223.2198086381644,0,0,0,0,0.0,0,0
2021-11-01 00:00:00-04:00,381.6666564941406,403.25,372.88665771484375,402.86334228515625,168146100,0.0,0.0,TSLA,94.40304295152416,301.6195007324219,0.0,385.2606204560118,301.6195007324219,217.97838100883203,0,0,0,0,0.0,0,0
2021-11-02 00:00:00-04:00,386.4533386230469,402.86334228515625,382.0,390.6666564941406,128213400,0.0,0.0,TSLA,85.12905597417273,308.143000793457,0.0,397.96683650034095,308.143000793457,218.3191650865731,0,0,0,0,0.0,0,0
2021-11-03 00:00:00-04:00,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,103885500,0.0,0.0,TSLA,86.73459868429467,315.3281677246094,0.0,411.6469692815009,315.3281677246094,219.00936616771784,0,0,0,0,0.0,0,0
2021-11-04 00:00:00-04:00,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,76192200,0.0,0.0,TSLA,87.30073714968954,322.5998336791992,0.0,424.29183610826,322.5998336791992,220.90783125013849,0,0,0,0,0.0,0,0
2021-11-05 00:00:00-04:00,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,64886400,0.0,0.0,TSLA,85.38860973149743,329.8765014648437,0.0,433.9334060725631,329.8765014648437,225.8195968571243,0,0,0,0,0.0,0,0
2021-11-08 00:00:00-05:00,383.2633361816406,399.0,377.6666564941406,387.6466674804688,100337100,0.0,0.0,TSLA,72.46051612825094,336.0598342895508,0.0,438.4019756687161,336.0598342895508,233.71769291038552,0,0,0,0,0.0,0,0
2021-11-09 00:00:00-05:00,391.2000122070313,391.5,337.17333984375,341.1666564941406,177317400,0.0,0.0,TSLA,52.34179437823892,339.6895004272461,0.0,437.23716248183246,339.6895004272461,242.14183837265972,0,0,0,0,0.0,0,0
2021-11-10 00:00:00-05:00,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,128408100,0.0,0.0,TSLA,56.48910328294308,343.97066802978514,290.5278015136719,436.3503967623381,343.97066802978514,251.5909392972322,0,0,0,0,0.0,0,0
2021-11-11 00:00:00-05:00,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,67189800,0.0,0.0,TSLA,55.96520677366211,348.05716705322266,292.7239346313477,434.5186730996571,348.05716705322266,261.5956610067882,0,0,0,0,0.0,0,0
2021-11-12 00:00:00-05:00,349.1666564941406,351.5,339.7333374023437,344.47332763671875,76719300,0.0,0.0,TSLA,52.41727019338669,351.23033294677737,294.7308010864258,432.0933073020941,351.23033294677737,270.36735859146063,0,0,0,0,0.0,0,0
2021-11-15 00:00:00-05:00,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,104326800,0.0,0.0,TSLA,50.13864045838161,353.6183319091797,296.5962677001953,429.7968760781001,353.6183319091797,277.43978774025925,0,0,0,0,0.0,0,0
2021-11-16 00:00:00-05:00,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,79627200,0.0,0.0,TSLA,54.5318400451926,356.7926651000977,298.60833435058595,426.82770032553947,356.7926651000977,286.7576298746559,0,0,0,0,0.0,0,0
2021-11-17 00:00:00-05:00,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,94336200,0.0,0.0,TSLA,57.84838638680719,360.5128311157226,300.8426010131836,423.1803213549621,360.5128311157226,297.8453408764832,0,0,0,0,0.0,0,0
2021-11-18 00:00:00-05:00,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,62696700,0.0,0.0,TSLA,58.54843897702271,363.8858306884766,303.1194009399414,419.6086258146898,363.8858306884766,308.1630355622633,0,0,0,0,0.0,0,0
2021-11-19 00:00:00-05:00,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,64926900,0.0,0.0,TSLA,62.27293747437989,367.6754974365234,305.79133392333983,416.2294365975248,367.6754974365234,319.12155827552203,0,0,0,0,0.0,0,0
2021-11-22 00:00:00-05:00,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,99217500,0.0,0.0,TSLA,63.97067772583316,369.8756637573242,308.5504669189453,417.4862625608675,369.8756637573242,322.2650649537809,0,0,0,0,0.0,0,0
2021-11-23 00:00:00-05:00,389.1700134277344,393.5,354.2333374023437,369.6766662597656,108515100,0.0,0.0,TSLA,57.26837229466529,371.38566436767576,310.9807336425781,416.9140804707621,371.38566436767576,325.8572482645894,0,0,0,0,0.0,0,0
2021-11-24 00:00:00-05:00,360.1300048828125,377.5899963378906,354.0,372.0,67680600,0.0,0.0,TSLA,57.95946792055042,372.68799743652346,313.3818670654297,416.6967150986469,372.68799743652346,328.6792797744,0,0,0,0,0.0,0,0
2021-11-26 00:00:00-05:00,366.489990234375,369.5933227539063,360.3333435058594,360.6400146484375,35042700,0.0,0.0,TSLA,53.410950423938615,372.76933135986326,315.5480673217773,416.6825671231441,372.76933135986326,328.8560955965824,0,0,0,0,0.0,0,0
2021-11-29 00:00:00-05:00,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,58393500,0.0,0.0,TSLA,59.00897509114149,373.1524978637696,318.06473419189456,417.14259396430566,373.1524978637696,329.16240176323345,0,0,0,0,0.0,0,0
2021-11-30 00:00:00-05:00,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,81276000,0.0,0.0,TSLA,59.74394966306576,372.0886642456055,320.82866760253904,414.1396069637023,372.0886642456055,330.0377215275086,0,0,0,0,0.0,0,0
2021-12-01 00:00:00-05:00,386.8999938964844,390.9466552734375,363.586669921875,365.0,68450400,0.0,0.0,TSLA,53.16907636311933,370.8053314208984,323.19946746826173,412.0693046164693,370.8053314208984,329.54135822532754,0,0,0,0,0.0,0,0
2021-12-02 00:00:00-05:00,366.3533325195313,371.0,352.2166748046875,361.5333251953125,73114800,0.0,0.0,TSLA,51.88389443446797,368.6509979248047,325.4172006225586,407.0262320784376,368.6509979248047,330.2757637711718,0,0,0,0,0.0,0,0
2021-12-03 00:00:00-05:00,361.5966796875,363.5266723632813,333.4033203125,338.3233337402344,92322000,0.0,0.0,TSLA,44.18351210659237,365.0686645507813,327.15940063476563,400.6190173344133,365.0686645507813,329.5183117671492,0,0,0,0,0.0,0,0
2021-12-06 00:00:00-05:00,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,81663000,0.0,0.0,TSLA,43.587201149489,361.5173309326172,328.72353393554687,393.4659968094707,361.5173309326172,329.5686650557637,0,0,0,0,0.0,0,0
2021-12-07 00:00:00-05:00,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,56084700,0.0,0.0,TSLA,48.91202247996157,359.6641647338867,330.45946716308595,389.56972144152815,359.6641647338867,329.75860802624527,0,0,0,0,0.0,0,0
2021-12-08 00:00:00-05:00,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,41906400,0.0,0.0,TSLA,50.92090503642939,360.4218322753906,332.4021337890625,389.1594591280098,360.4218322753906,331.68420542277136,0,0,0,0,0.0,0,0
2021-12-09 00:00:00-05:00,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,59438400,0.0,0.0,TSLA,43.88476124371451,359.35266571044923,333.885400390625,390.1859597700925,359.35266571044923,328.519371650806,0,0,0,0,0.0,0,0
2021-12-10 00:00:00-05:00,336.25,340.32666015625,327.510009765625,339.010009765625,59664300,0.0,0.0,TSLA,45.5304811395852,358.5779998779297,335.4957336425781,390.6147460582076,358.5779998779297,326.54125369765177,0,0,0,0,0.0,0,0
2021-12-13 00:00:00-05:00,333.6966552734375,335.0,317.1400146484375,322.1366577148437,78595500,0.0,0.0,TSLA,40.62163313281791,357.46116638183594,336.7703332519531,392.77645719913767,357.46116638183594,322.1458755645342,0,0,0,0,0.0,0,0
2021-12-14 00:00:00-05:00,315.0,322.1366577148437,310.0,319.5033264160156,70806300,0.0,0.0,TSLA,39.89865621667355,356.54649963378904,337.95019958496096,394.6862987421681,356.54649963378904,318.40670052541003,0,0,0,0,0.0,0,0
2021-12-15 00:00:00-05:00,317.7366638183594,326.25,309.4166564941406,325.3299865722656,75169200,0.0,0.0,TSLA,42.34384069914191,355.23416595458986,339.2528662109375,395.7027917521463,355.23416595458986,314.76554015703346,0,0,0,0,0.0,0,0
2021-12-16 00:00:00-05:00,331.5,331.6600036621094,307.2833251953125,308.97332763671875,82771500,0.0,0.0,TSLA,37.70617423223064,352.532666015625,340.21399963378906,397.5266470328802,352.532666015625,307.53868499836983,0,0,0,0,0.0,0,0
2021-12-17 00:00:00-05:00,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,100437300,0.0,0.0,TSLA,38.54084017441579,349.80249938964846,341.14039916992186,397.85036982302967,349.80249938964846,301.75462895626725,0,0,0,0,0.0,0,0
2021-12-20 00:00:00-05:00,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,56480100,0.0,0.0,TSLA,35.576147771374075,345.8505004882812,341.9033996582031,396.5638951890038,345.8505004882812,295.13710578755865,0,0,0,0,0.0,0,0
2021-12-21 00:00:00-05:00,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,71517900,0.0,0.0,TSLA,41.32467236081693,342.2115005493164,342.8806658935547,391.409045381062,342.2115005493164,293.0139557175708,0,0,0,0,0.0,0,0
2021-12-22 00:00:00-05:00,321.8866577148437,338.5533447265625,319.01666259765625,336.2900085449219,93634200,0.0,0.0,TSLA,50.07014626855862,340.5421676635742,344.23499938964846,388.1383594896959,340.5421676635742,292.9459758374526,0,0,0,0,0.0,0,0
2021-12-23 00:00:00-05:00,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,92713200,0.0,0.0,TSLA,55.91769665185098,339.7255004882812,345.9411328125,385.6663394517146,339.7255004882812,293.7846615248479,0,0,0,0,0.0,0,0
2021-12-27 00:00:00-05:00,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,71145900,0.0,0.0,TSLA,58.35208492069172,339.9258331298828,347.7785992431641,386.2629638603708,339.9258331298828,293.58870239939483,0,0,0,0,0.0,0,0
2021-12-28 00:00:00-05:00,369.8299865722656,373.0,359.47332763671875,362.8233337402344,60324000,0.0,0.0,TSLA,57.65587038810717,339.11716613769534,349.41486572265626,383.208740244314,339.11716613769534,295.02559203107666,0,0,0,0,0.0,0,0
2021-12-29 00:00:00-05:00,366.21331787109375,368.0,354.7133178710937,362.0633239746094,56154000,0.0,0.0,TSLA,57.348722072012926,338.14099884033203,350.8553985595703,379.1876647023748,338.14099884033203,297.09433297828923,0,0,0,0,0.0,0,0
2021-12-30 00:00:00-05:00,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,47040900,0.0,0.0,TSLA,55.14925672932796,337.72999877929686,352.22919860839846,377.8467579863346,337.72999877929686,297.61323957225915,0,0,0,0,0.0,0,0
2021-12-31 00:00:00-05:00,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,40733700,0.0,0.0,TSLA,53.26705241985664,337.2663330078125,353.5023986816406,376.4760129305558,337.2663330078125,298.0566530850692,0,0,0,0,0.0,0,0
2022-01-03 00:00:00-05:00,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,103931400,0.0,0.0,TSLA,66.32113901541781,340.34649963378905,355.540932006836,388.142831254619,340.34649963378905,292.5501680129591,0,0,0,0,0.0,0,0
2022-01-04 00:00:00-05:00,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,100248300,0.0,0.0,TSLA,59.98753969921044,342.6894989013672,357.14033203125,393.9393004126075,342.6894989013672,291.43969739012687,0,0,0,0,0.0,0,0
2022-01-05 00:00:00-05:00,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,80119800,0.0,0.0,TSLA,53.27684726910845,343.29566497802733,357.5620654296875,395.1873525320127,343.29566497802733,291.40397742404195,0,0,0,0,0.0,0,0
2022-01-06 00:00:00-05:00,359.0,362.6666564941406,340.1666564941406,354.8999938964844,90336600,0.0,0.0,TSLA,50.93874583163283,343.22466430664065,357.8705322265625,395.04871725542455,343.22466430664065,291.40061135785675,0,0,0,0,0.0,0,0
2022-01-07 00:00:00-05:00,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,84164700,0.0,0.0,TSLA,47.3338274904198,343.6106643676758,357.797865600586,395.2868021381881,343.6106643676758,291.9345265971635,0,0,0,0,0.0,0,0
2022-01-10 00:00:00-05:00,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,91815000,0.0,0.0,TSLA,50.45168591752173,344.29549713134764,357.6717321777344,396.0725332797167,344.29549713134764,292.51846098297864,0,0,0,0,0.0,0,0
2022-01-11 00:00:00-05:00,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,66063300,0.0,0.0,TSLA,51.08025622962761,345.9286636352539,357.3410650634765,396.86056496385487,345.9286636352539,294.9967623066529,0,0,0,0,0.0,0,0
2022-01-12 00:00:00-05:00,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,83739000,0.0,0.0,TSLA,55.15973341054063,348.3904968261719,356.6585980224609,398.73161041257225,348.3904968261719,298.04938323977154,0,0,0,0,0.0,0,0
2022-01-13 00:00:00-05:00,369.6900024414063,371.8666687011719,342.17999267578125,343.85333251953125,97209900,0.0,0.0,TSLA,47.53806208826492,349.31666412353513,355.72233154296873,398.5970488523817,349.31666412353513,300.03627939468856,0,0,0,0,0.0,0,0
2022-01-14 00:00:00-05:00,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,72924300,0.0,0.0,TSLA,49.359845917061456,351.3614974975586,354.6273315429688,397.0383540024991,351.3614974975586,305.68464099261814,0,0,0,0,0.0,0,0
2022-01-18 00:00:00-05:00,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,66743400,0.0,0.0,TSLA,47.480906437512445,352.993830871582,353.297998046875,394.9454572090641,352.993830871582,311.04220453409994,0,0,0,0,0.0,0,0
2022-01-19 00:00:00-05:00,347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,75442500,0.0,0.0,TSLA,44.1756842518858,354.58899688720703,351.78839782714846,390.3213121293946,354.58899688720703,318.8566816450194,0,0,0,0,0.0,0,0
2022-01-20 00:00:00-05:00,336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,70488600,0.0,0.0,TSLA,44.25001562579662,355.55133056640625,350.67726440429686,387.5793612817261,355.55133056640625,323.52329985108645,0,0,0,0,0.0,0,0
2022-01-21 00:00:00-05:00,332.11334228515625,334.8500061035156,313.5,314.6333312988281,103416000,0.0,0.0,TSLA,39.46935682732751,354.46849670410154,350.14659790039065,390.2701930663882,354.46849670410154,318.66680034181485,0,0,0,0,0.0,0,0
2022-01-24 00:00:00-05:00,301.586669921875,311.1700134277344,283.8233337402344,310.0,151565700,0.0,0.0,TSLA,38.287016229414576,352.1851638793945,349.2269311523437,392.8804873172523,352.1851638793945,311.4898404415367,0,0,0,0,0.0,0,0
2022-01-25 00:00:00-05:00,304.7333374023437,317.086669921875,301.07000732421875,306.1333312988281,86595900,0.0,0.0,TSLA,37.283267944213975,349.2594970703125,348.25953125,394.147888520738,349.2594970703125,304.371105619887,0,0,0,0,0.0,0,0
2022-01-26 00:00:00-05:00,317.4766540527344,329.2300109863281,302.0,312.4700012207031,104867400,0.0,0.0,TSLA,40.05673184131592,346.741830444336,347.61946472167966,393.8959498187898,346.741830444336,299.5877110698821,0,0,0,0,0.0,0,0
2022-01-27 00:00:00-05:00,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,147109500,0.0,0.0,TSLA,31.507548991565017,342.4569976806641,346.39086486816404,398.0776310104404,342.4569976806641,286.8363643508878,0,0,0,0,0.0,0,0
2022-01-28 00:00:00-05:00,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,134789100,0.0,0.0,TSLA,33.92625590788617,338.7238311767578,345.0016650390625,399.7571836293164,338.7238311767578,277.69047872419924,0,0,0,0,0.0,0,0
2022-01-31 00:00:00-05:00,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,104436000,0.0,0.0,TSLA,44.90330872296745,336.7228302001953,343.9863983154297,398.46979151830266,336.7228302001953,274.9758688820879,0,0,0,0,0.0,0,0
2022-02-01 00:00:00-05:00,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,73138200,0.0,0.0,TSLA,44.42224201239805,332.24732971191406,342.8855316162109,387.6731791868564,332.24732971191406,276.8214802369717,0,0,0,0,0.0,0,0
2022-02-02 00:00:00-05:00,309.3933410644531,310.5,296.4700012207031,301.8866577148437,66792900,0.0,0.0,TSLA,42.147330451037845,328.18182983398435,341.3428649902344,379.8645054494858,328.18182983398435,276.4991542184829,0,0,0,0,0.0,0,0
2022-02-03 00:00:00-05:00,294.0,312.3333435058594,293.50665283203125,297.0466613769531,78855600,0.0,0.0,TSLA,40.86844140713018,324.8988296508789,339.5713317871094,375.7267106980957,324.8988296508789,274.07094860366215,0,0,0,0,0.0,0,0
2022-02-04 00:00:00-05:00,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,73625400,0.0,0.0,TSLA,44.86164763056407,322.542497253418,338.33326538085936,371.9379094845031,322.542497253418,273.1470850223329,0,0,0,0,0.0,0,0
2022-02-07 00:00:00-05:00,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,60994500,0.0,0.0,TSLA,43.297972168760175,320.54882965087893,336.9421984863281,369.8088184805356,320.54882965087893,271.28884082122227,0,0,0,0,0.0,0,0
2022-02-08 00:00:00-05:00,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,50729100,0.0,0.0,TSLA,45.18556441930102,318.2801635742188,335.8760650634766,365.5460461521156,318.2801635742188,271.014280996322,0,0,0,0,0.0,0,0
